Year,Locationabbr,Locationdesc,Class,Topic,Question,Response,Break_Out,Break_Out_Category,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Display_order,Data_value_unit,Data_value_type,Data_Value_Footnote_Symbol,Data_Value_Footnote,DataSource,ClassId,TopicId,LocationID,BreakoutID,BreakOutCategoryID,QuestionID,ResponseID,GeoLocation
2014,IL,Illinois,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,"2,818",57.2,55.4,59.1,"2,903",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,17,BO1,CAT1,DRNKANY5,RESP046,"(40.48501028300046, -88.99771017799969)"
2014,IL,Illinois,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,"2,009",42.8,40.9,44.6,"2,904",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,17,BO1,CAT1,DRNKANY5,RESP054,"(40.48501028300046, -88.99771017799969)"
2014,IN,Indiana,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,"4,877",47.9,46.6,49.1,"2,910",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,18,BO1,CAT1,DRNKANY5,RESP046,"(39.766910452000445, -86.14996019399968)"
2014,IN,Indiana,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,"6,015",52.1,50.9,53.4,"2,911",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,18,BO1,CAT1,DRNKANY5,RESP054,"(39.766910452000445, -86.14996019399968)"
2014,IA,Iowa,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,"4,205",58.7,57.3,60.2,"2,908",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,19,BO1,CAT1,DRNKANY5,RESP046,"(42.46940091300047, -93.81649055599968)"
2014,IA,Iowa,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,"3,517",41.3,39.8,42.7,"2,909",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,19,BO1,CAT1,DRNKANY5,RESP054,"(42.46940091300047, -93.81649055599968)"
2014,KS,Kansas,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,"6,447",51.5,50.4,52.5,"2,916",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,20,BO1,CAT1,DRNKANY5,RESP046,"(38.34774030000045, -98.20078122699965)"
2014,KS,Kansas,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,"6,645",48.5,47.5,49.6,"2,917",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,20,BO1,CAT1,DRNKANY5,RESP054,"(38.34774030000045, -98.20078122699965)"
2014,KY,Kentucky,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,"3,094",37.2,35.6,38.7,"2,911",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,21,BO1,CAT1,DRNKANY5,RESP046,"(37.645970271000465, -84.77497104799966)"
2014,KY,Kentucky,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,"7,373",62.8,61.3,64.4,"2,912",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,21,BO1,CAT1,DRNKANY5,RESP054,"(37.645970271000465, -84.77497104799966)"
2014,LA,Louisiana,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,"2,960",49.4,47.9,51,"2,911",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,22,BO1,CAT1,DRNKANY5,RESP046,"(31.31266064400046, -92.44568007099969)"
2014,LA,Louisiana,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,"3,473",50.6,49,52.1,"2,912",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,22,BO1,CAT1,DRNKANY5,RESP054,"(31.31266064400046, -92.44568007099969)"
2014,ME,Maine,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,"5,010",59.2,57.8,60.6,"2,897",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,23,BO1,CAT1,DRNKANY5,RESP046,"(45.254228894000505, -68.98503133599962)"
2014,ME,Maine,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,"3,757",40.8,39.4,42.2,"2,898",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,23,BO1,CAT1,DRNKANY5,RESP054,"(45.254228894000505, -68.98503133599962)"
2014,MD,Maryland,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,"6,217",53.3,51.6,54.9,"2,915",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,24,BO1,CAT1,DRNKANY5,RESP046,"(39.29058096400047, -76.60926011099963)"
2014,MD,Maryland,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,"5,713",46.8,45.1,48.4,"2,916",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,24,BO1,CAT1,DRNKANY5,RESP054,"(39.29058096400047, -76.60926011099963)"
2014,MA,Massachusetts,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,"8,671",61.9,60.6,63.2,"2,914",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,25,BO1,CAT1,DRNKANY5,RESP046,"(42.27687047000046, -72.08269067499964)"
2014,MA,Massachusetts,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,"5,831",38.1,36.8,39.4,"2,915",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,25,BO1,CAT1,DRNKANY5,RESP054,"(42.27687047000046, -72.08269067499964)"
2014,MI,Michigan,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,"4,588",57,55.6,58.3,"2,917",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,26,BO1,CAT1,DRNKANY5,RESP046,"(44.6613195430005, -84.71439026999968)"
2014,MI,Michigan,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,"3,637",43,41.7,44.4,"2,918",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,26,BO1,CAT1,DRNKANY5,RESP054,"(44.6613195430005, -84.71439026999968)"
2014,MN,Minnesota,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,"9,796",61.7,60.8,62.7,"2,918",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,27,BO1,CAT1,DRNKANY5,RESP046,"(46.35564873600049, -94.79420050299967)"
2014,MN,Minnesota,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,"5,908",38.3,37.3,39.3,"2,919",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,27,BO1,CAT1,DRNKANY5,RESP054,"(46.35564873600049, -94.79420050299967)"
2014,MS,Mississippi,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,"1,303",38.8,36.7,41,"2,878",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,28,BO1,CAT1,DRNKANY5,RESP046,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,"2,734",61.2,59,63.4,"2,879",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,28,BO1,CAT1,DRNKANY5,RESP054,"(32.745510099000455, -89.53803082499968)"
2014,MO,Missouri,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,"2,757",45.5,43.8,47.3,"2,910",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,29,BO1,CAT1,DRNKANY5,RESP046,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,"4,056",54.5,52.7,56.3,"2,911",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,29,BO1,CAT1,DRNKANY5,RESP054,"(38.635790776000476, -92.56630005299968)"
2014,MT,Montana,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,"3,920",59.6,57.9,61.2,"2,894",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,30,BO1,CAT1,DRNKANY5,RESP046,"(47.06652897200047, -109.42442064499971)"
2014,MT,Montana,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,"3,316",40.4,38.8,42.1,"2,895",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,30,BO1,CAT1,DRNKANY5,RESP054,"(47.06652897200047, -109.42442064499971)"
2014,NE,Nebraska,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,"12,053",59.2,58.2,60.3,"2,916",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,31,BO1,CAT1,DRNKANY5,RESP046,"(41.6410409880005, -99.36572062299967)"
2014,NE,Nebraska,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,"9,559",40.8,39.7,41.9,"2,917",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,31,BO1,CAT1,DRNKANY5,RESP054,"(41.6410409880005, -99.36572062299967)"
2014,NV,Nevada,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,"1,945",50.6,48,53.2,"2,904",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,32,BO1,CAT1,DRNKANY5,RESP046,"(39.493240390000494, -117.07184056399967)"
2014,NV,Nevada,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,"1,654",49.4,46.8,52,"2,905",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,32,BO1,CAT1,DRNKANY5,RESP054,"(39.493240390000494, -117.07184056399967)"
2014,NH,New Hampshire,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,"3,492",62.5,60.7,64.3,"2,887",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,33,BO1,CAT1,DRNKANY5,RESP046,"(43.65595011300047, -71.50036091999965)"
2014,NH,New Hampshire,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,"2,327",37.5,35.7,39.3,"2,888",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,33,BO1,CAT1,DRNKANY5,RESP054,"(43.65595011300047, -71.50036091999965)"
2014,NJ,New Jersey,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,"6,911",56.3,54.9,57.7,"2,913",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,34,BO1,CAT1,DRNKANY5,RESP046,"(40.13057004800049, -74.27369128799967)"
2014,NJ,New Jersey,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,"5,206",43.7,42.3,45.1,"2,914",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,34,BO1,CAT1,DRNKANY5,RESP054,"(40.13057004800049, -74.27369128799967)"
2014,NM,New Mexico,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,"3,730",47.8,46.1,49.4,"2,905",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,35,BO1,CAT1,DRNKANY5,RESP046,"(34.52088095200048, -106.24058098499967)"
2014,NM,New Mexico,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,"4,589",52.3,50.6,53.9,"2,906",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,35,BO1,CAT1,DRNKANY5,RESP054,"(34.52088095200048, -106.24058098499967)"
2014,NY,New York,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,"3,548",54.5,52.9,56.1,"2,906",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,36,BO1,CAT1,DRNKANY5,RESP046,"(42.82700103200045, -75.54397042699964)"
2014,NY,New York,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,"2,791",45.5,43.9,47.2,"2,907",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,36,BO1,CAT1,DRNKANY5,RESP054,"(42.82700103200045, -75.54397042699964)"
2014,NC,North Carolina,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,"2,991",46.2,44.7,47.6,"2,911",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,37,BO1,CAT1,DRNKANY5,RESP046,"(35.466220975000454, -79.15925046299964)"
2014,NC,North Carolina,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,"3,882",53.9,52.4,55.3,"2,912",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,37,BO1,CAT1,DRNKANY5,RESP054,"(35.466220975000454, -79.15925046299964)"
2014,ND,North Dakota,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,"4,264",61.2,59.4,63,"2,869",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,38,BO1,CAT1,DRNKANY5,RESP046,"(47.47531977900047, -100.11842104899966)"
2014,ND,North Dakota,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,"3,154",38.9,37.1,40.7,"2,870",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,38,BO1,CAT1,DRNKANY5,RESP054,"(47.47531977900047, -100.11842104899966)"
2014,OH,Ohio,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,"4,906",53.1,51.6,54.6,"2,913",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,39,BO1,CAT1,DRNKANY5,RESP046,"(40.06021014100048, -82.40426005599966)"
2014,OH,Ohio,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,"5,674",46.9,45.4,48.4,"2,914",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,39,BO1,CAT1,DRNKANY5,RESP054,"(40.06021014100048, -82.40426005599966)"
2014,OK,Oklahoma,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,"3,016",41.7,40.3,43.1,"2,915",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,40,BO1,CAT1,DRNKANY5,RESP046,"(35.47203135600046, -97.52107021399968)"
2014,OK,Oklahoma,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,"5,102",58.3,56.9,59.7,"2,916",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,40,BO1,CAT1,DRNKANY5,RESP054,"(35.47203135600046, -97.52107021399968)"
2014,OR,Oregon,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,"2,925",59,57.2,60.9,"2,902",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,41,BO1,CAT1,DRNKANY5,RESP046,"(44.56744942400047, -120.15503132599969)"
2014,OR,Oregon,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,"2,010",41,39.1,42.8,"2,903",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,41,BO1,CAT1,DRNKANY5,RESP054,"(44.56744942400047, -120.15503132599969)"
2014,PA,Pennsylvania,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,"5,413",54.6,53.2,56,"2,910",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,42,BO1,CAT1,DRNKANY5,RESP046,"(40.79373015200048, -77.86070029399963)"
2014,PA,Pennsylvania,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,"4,994",45.4,44,46.8,"2,911",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,42,BO1,CAT1,DRNKANY5,RESP054,"(40.79373015200048, -77.86070029399963)"
2014,RI,Rhode Island,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,"3,745",63.2,61.5,65,"2,899",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,44,BO1,CAT1,DRNKANY5,RESP046,"(41.70828019300046, -71.52247031399963)"
2014,RI,Rhode Island,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,"2,295",36.8,35,38.5,"2,900",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,44,BO1,CAT1,DRNKANY5,RESP054,"(41.70828019300046, -71.52247031399963)"
2014,SC,South Carolina,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,"4,647",47.3,46,48.6,"2,917",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,45,BO1,CAT1,DRNKANY5,RESP046,"(33.998821303000454, -81.04537120699968)"
2014,SC,South Carolina,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,"5,921",52.7,51.4,54.1,"2,918",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,45,BO1,CAT1,DRNKANY5,RESP054,"(33.998821303000454, -81.04537120699968)"
2014,SD,South Dakota,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,"3,796",55.6,53.5,57.7,"2,900",%,Crude Prevalence,,,BRFSS,CLASS01,Topic03,46,BO1,CAT1,DRNKANY5,RESP046,"(44.353130053000484, -100.3735306369997)"
